date,year,month,region,direction,container_volume,industrial_production_index,truck_toll_index,business_climate_index
2025-09-01,2025,9,REGION_C,IMPORT,5318,105.84,95.01,101.23
2025-10-01,2025,10,REGION_C,IMPORT,4773,106.32,94.8,95.1
2025-11-01,2025,11,REGION_C,IMPORT,6607,103.78,96.55,101.02
2025-12-01,2025,12,REGION_C,IMPORT,6577,106.12,100.08,100.01
2020-01-01,2020,1,REGION_C,EXPORT,8339,104.65,101.53,91.53
2020-02-01,2020,2,REGION_C,EXPORT,9221,103.1,100.56,91.53
2020-03-01,2020,3,REGION_C,EXPORT,8860,99.53,102.1,94.68
2020-04-01,2020,4,REGION_C,EXPORT,7896,99.02,99.34,93.35
2020-05-01,2020,5,REGION_C,EXPORT,8467,99.63,101.65,96.17
2020-06-01,2020,6,REGION_C,EXPORT,8102,101.37,99.72,96.41
2020-07-01,2020,7,REGION_C,EXPORT,7563,100.21,97.36,96.14
2020-08-01,2020,8,REGION_C,EXPORT,6435,99.7,98.15,95.99
2020-09-01,2020,9,REGION_C,EXPORT,6600,103.5,97.8,99.4
2020-10-01,2020,10,REGION_C,EXPORT,5947,100.41,96.28,92.84
2020-11-01,2020,11,REGION_C,EXPORT,7600,105.3,94.8,95.43
2020-12-01,2020,12,REGION_C,EXPORT,8416,100.96,100.93,98.45
2021-01-01,2021,1,REGION_C,EXPORT,8498,104.42,102.83,98.84
2021-02-01,2021,2,REGION_C,EXPORT,7673,101.63,103.93,92.18
2021-03-01,2021,3,REGION_C,EXPORT,9025,102.91,105.47,95.01
2021-04-01,2021,4,REGION_C,EXPORT,8666,99.61,101.72,99.24
2021-05-01,2021,5,REGION_C,EXPORT,8176,99.42,105.01,97.17
2021-06-01,2021,6,REGION_C,EXPORT,8064,102.12,98.56,96.45
2021-07-01,2021,7,REGION_C,EXPORT,6892,103.24,99.12,95.47
2021-08-01,2021,8,REGION_C,EXPORT,6330,101.42,94.0,95.11
2021-09-01,2021,9,REGION_C,EXPORT,6263,98.84,94.6,96.85
2021-10-01,2021,10,REGION_C,EXPORT,7494,98.76,98.81,95.55
2021-11-01,2021,11,REGION_C,EXPORT,7212,98.7,97.61,96.13
2021-12-01,2021,12,REGION_C,EXPORT,8520,98.08,101.26,96.49
2022-01-01,2022,1,REGION_C,EXPORT,8319,101.91,102.36,94.66
2022-02-01,2022,2,REGION_C,EXPORT,8824,104.01,103.31,97.74
2022-03-01,2022,3,REGION_C,EXPORT,8668,101.8,106.05,103.75
2022-04-01,2022,4,REGION_C,EXPORT,8897,97.38,103.11,92.08
2022-05-01,2022,5,REGION_C,EXPORT,8323,101.59,99.33,97.39
2022-06-01,2022,6,REGION_C,EXPORT,7501,101.72,98.8,94.73
2022-07-01,2022,7,REGION_C,EXPORT,7166,106.3,98.83,98.13
2022-08-01,2022,8,REGION_C,EXPORT,6707,99.27,97.13,96.86
2022-09-01,2022,9,REGION_C,EXPORT,6092,101.47,93.65,98.71
2022-10-01,2022,10,REGION_C,EXPORT,7367,105.74,95.45,99.8
2022-11-01,2022,11,REGION_C,EXPORT,7532,103.29,97.13,97.4
2022-12-01,2022,12,REGION_C,EXPORT,9637,103.59,99.45,99.8
2023-01-01,2023,1,REGION_C,EXPORT,7759,102.76,99.94,91.17
2023-02-01,2023,2,REGION_C,EXPORT,8916,103.27,102.52,101.06
2023-03-01,2023,3,REGION_C,EXPORT,8212,104.23,102.91,98.08
2023-04-01,2023,4,REGION_C,EXPORT,8558,101.13,104.62,99.89
2023-05-01,2023,5,REGION_C,EXPORT,8877,104.57,103.21,94.2
2023-06-01,2023,6,REGION_C,EXPORT,7218,100.14,99.78,95.23
2023-07-01,2023,7,REGION_C,EXPORT,7968,103.61,97.41,97.73
2023-08-01,2023,8,REGION_C,EXPORT,8126,103.39,96.75,97.38
2023-09-01,2023,9,REGION_C,EXPORT,6617,101.87,94.78,98.19
2023-10-01,2023,10,REGION_C,EXPORT,7323,103.12,94.82,100.25
2023-11-01,2023,11,REGION_C,EXPORT,8274,101.99,96.59,93.18
2023-12-01,2023,12,REGION_C,EXPORT,8417,101.17,99.05,100.08
2024-01-01,2024,1,REGION_C,EXPORT,8527,102.67,100.25,97.72
2024-02-01,2024,2,REGION_C,EXPORT,7714,101.24,103.71,97.25
2024-03-01,2024,3,REGION_C,EXPORT,9183,104.17,105.09,94.14
2024-04-01,2024,4,REGION_C,EXPORT,8776,101.29,101.08,99.13
2024-05-01,2024,5,REGION_C,EXPORT,8371,105.09,102.04,91.89
2024-06-01,2024,6,REGION_C,EXPORT,8625,101.37,99.67,99.61
2024-07-01,2024,7,REGION_C,EXPORT,7619,102.67,98.51,94.31
2024-08-01,2024,8,REGION_C,EXPORT,7014,102.62,96.52,98.23
2024-09-01,2024,9,REGION_C,EXPORT,7348,106.59,93.82,97.86
2024-10-01,2024,10,REGION_C,EXPORT,6686,104.67,94.64,101.14
2024-11-01,2024,11,REGION_C,EXPORT,8525,103.66,98.04,97.82
2024-12-01,2024,12,REGION_C,EXPORT,8021,105.15,101.54,96.59
2025-01-01,2025,1,REGION_C,EXPORT,8483,100.01,98.68,97.11
2025-02-01,2025,2,REGION_C,EXPORT,10039,104.21,103.98,101.62
2025-03-01,2025,3,REGION_C,EXPORT,9728,108.36,105.78,99.83
2025-04-01,2025,4,REGION_C,EXPORT,9098,104.7,103.23,97.59
2025-05-01,2025,5,REGION_C,EXPORT,8596,104.64,102.83,98.01
2025-06-01,2025,6,REGION_C,EXPORT,8441,105.67,98.95,94.74
2025-07-01,2025,7,REGION_C,EXPORT,8206,106.44,97.82,99.69
2025-08-01,2025,8,REGION_C,EXPORT,7251,100.72,94.1,94.38
2025-09-01,2025,9,REGION_C,EXPORT,6983,101.42,92.48,100.71
2025-10-01,2025,10,REGION_C,EXPORT,7495,105.28,97.95,99.21
2025-11-01,2025,11,REGION_C,EXPORT,8065,103.5,96.52,104.91
2025-12-01,2025,12,REGION_C,EXPORT,8121,107.62,99.32,96.25
2020-01-01,2020,1,REGION_D,IMPORT,6363,101.83,102.0,90.93
2020-02-01,2020,2,REGION_D,IMPORT,5497,97.33,103.52,96.87
2020-03-01,2020,3,REGION_D,IMPORT,6060,99.76,105.44,98.67
2020-04-01,2020,4,REGION_D,IMPORT,6322,98.57,100.53,94.03
2020-05-01,2020,5,REGION_D,IMPORT,5849,100.5,99.04,95.48
2020-06-01,2020,6,REGION_D,IMPORT,6395,99.57,100.41,90.26
2020-07-01,2020,7,REGION_D,IMPORT,5095,103.38,97.99,96.0
2020-08-01,2020,8,REGION_D,IMPORT,4838,101.51,96.79,92.74
2020-09-01,2020,9,REGION_D,IMPORT,4410,97.94,95.31,95.95
2020-10-01,2020,10,REGION_D,IMPORT,5070,101.98,97.53,91.6
2020-11-01,2020,11,REGION_D,IMPORT,5332,99.15,99.4,96.92
2020-12-01,2020,12,REGION_D,IMPORT,6074,99.62,100.73,98.18
2021-01-01,2021,1,REGION_D,IMPORT,6347,101.47,101.61,93.72
2021-02-01,2021,2,REGION_D,IMPORT,6075,99.93,100.3,92.89
2021-03-01,2021,3,REGION_D,IMPORT,6690,102.77,105.15,90.4
2021-04-01,2021,4,REGION_D,IMPORT,6622,99.51,105.3,95.18
2021-05-01,2021,5,REGION_D,IMPORT,6464,99.89,102.97,94.45
2021-06-01,2021,6,REGION_D,IMPORT,5994,99.88,98.68,92.08
2021-07-01,2021,7,REGION_D,IMPORT,6080,100.14,99.01,97.15
2021-08-01,2021,8,REGION_D,IMPORT,5122,103.54,97.83,94.95
2021-09-01,2021,9,REGION_D,IMPORT,4834,102.67,98.34,93.44
2021-10-01,2021,10,REGION_D,IMPORT,5281,104.9,95.22,94.8
2021-11-01,2021,11,REGION_D,IMPORT,6655,106.08,97.66,98.92
2021-12-01,2021,12,REGION_D,IMPORT,5792,99.56,101.12,97.8
2022-01-01,2022,1,REGION_D,IMPORT,6994,101.83,102.09,96.03
2022-02-01,2022,2,REGION_D,IMPORT,5825,99.41,101.79,97.96
2022-03-01,2022,3,REGION_D,IMPORT,6719,100.28,104.62,93.56
2022-04-01,2022,4,REGION_D,IMPORT,7392,100.64,104.33,96.6
2022-05-01,2022,5,REGION_D,IMPORT,6898,99.86,102.13,96.95
2022-06-01,2022,6,REGION_D,IMPORT,6493,99.94,100.33,95.46
2022-07-01,2022,7,REGION_D,IMPORT,5695,101.82,97.61,97.78
2022-08-01,2022,8,REGION_D,IMPORT,5337,99.75,98.75,94.8
2022-09-01,2022,9,REGION_D,IMPORT,5049,103.94,94.65,98.08
2022-10-01,2022,10,REGION_D,IMPORT,5020,100.49,95.65,98.24
2022-11-01,2022,11,REGION_D,IMPORT,5924,108.01,98.02,89.62
2022-12-01,2022,12,REGION_D,IMPORT,6696,101.56,101.32,99.95
2023-01-01,2023,1,REGION_D,IMPORT,6414,102.68,99.75,89.41
2023-02-01,2023,2,REGION_D,IMPORT,6444,100.01,101.5,95.54
2023-03-01,2023,3,REGION_D,IMPORT,6358,106.09,100.94,99.7
2023-04-01,2023,4,REGION_D,IMPORT,7142,104.99,103.51,96.4
2023-05-01,2023,5,REGION_D,IMPORT,7107,103.41,100.32,93.59
2023-06-01,2023,6,REGION_D,IMPORT,6673,100.19,99.42,94.58
2023-07-01,2023,7,REGION_D,IMPORT,6604,103.38,98.99,99.93
2023-08-01,2023,8,REGION_D,IMPORT,5480,100.79,95.57,92.62
2023-09-01,2023,9,REGION_D,IMPORT,5600,106.02,96.35,100.3
2023-10-01,2023,10,REGION_D,IMPORT,5755,104.79,96.09,97.4
2023-11-01,2023,11,REGION_D,IMPORT,6151,103.43,99.01,94.61
2023-12-01,2023,12,REGION_D,IMPORT,6434,98.44,100.71,96.19
2024-01-01,2024,1,REGION_D,IMPORT,7920,101.41,100.96,95.16
2024-02-01,2024,2,REGION_D,IMPORT,6958,104.83,103.21,99.93
2024-03-01,2024,3,REGION_D,IMPORT,6903,105.95,105.57,99.65
2024-04-01,2024,4,REGION_D,IMPORT,7330,105.81,104.05,93.58
2024-05-01,2024,5,REGION_D,IMPORT,7119,100.48,99.9,96.92
2024-06-01,2024,6,REGION_D,IMPORT,6282,104.34,100.98,95.83
2024-07-01,2024,7,REGION_D,IMPORT,6872,105.83,96.37,101.28
2024-08-01,2024,8,REGION_D,IMPORT,5647,100.56,98.65,94.72
2024-09-01,2024,9,REGION_D,IMPORT,5125,103.93,97.54,102.17
2024-10-01,2024,10,REGION_D,IMPORT,6326,104.56,96.97,98.13
2024-11-01,2024,11,REGION_D,IMPORT,6628,103.48,98.24,95.36
2024-12-01,2024,12,REGION_D,IMPORT,6327,100.45,99.69,96.63
2025-01-01,2025,1,REGION_D,IMPORT,8005,103.57,103.02,96.38
2025-02-01,2025,2,REGION_D,IMPORT,7521,103.64,102.91,95.25
2025-03-01,2025,3,REGION_D,IMPORT,7283,104.07,104.35,98.73
2025-04-01,2025,4,REGION_D,IMPORT,7975,103.31,104.77,95.48
2025-05-01,2025,5,REGION_D,IMPORT,7303,103.62,101.16,93.15
2025-06-01,2025,6,REGION_D,IMPORT,7037,104.5,99.08,97.71
2025-07-01,2025,7,REGION_D,IMPORT,6193,105.53,96.21,94.21
2025-08-01,2025,8,REGION_D,IMPORT,6152,104.11,94.94,96.89
2025-09-01,2025,9,REGION_D,IMPORT,5841,103.97,93.26,96.56
2025-10-01,2025,10,REGION_D,IMPORT,6003,105.04,97.63,96.71
2025-11-01,2025,11,REGION_D,IMPORT,6282,101.09,100.71,103.95
2025-12-01,2025,12,REGION_D,IMPORT,7293,105.95,102.14,99.14
2020-01-01,2020,1,REGION_D,EXPORT,10339,97.33,103.31,93.15
2020-02-01,2020,2,REGION_D,EXPORT,9320,97.13,102.26,93.52
2020-03-01,2020,3,REGION_D,EXPORT,9083,101.27,101.29,92.99
2020-04-01,2020,4,REGION_D,EXPORT,10221,95.01,105.78,92.48
2020-05-01,2020,5,REGION_D,EXPORT,10134,100.69,102.38,94.48
2020-06-01,2020,6,REGION_D,EXPORT,9164,99.4,97.43,92.24
2020-07-01,2020,7,REGION_D,EXPORT,8239,103.04,96.93,96.18
2020-08-01,2020,8,REGION_D,EXPORT,7932,99.51,97.69,95.52
2020-09-01,2020,9,REGION_D,EXPORT,8045,101.88,95.58,96.65
2020-10-01,2020,10,REGION_D,EXPORT,8901,99.84,95.77,96.78
2020-11-01,2020,11,REGION_D,EXPORT,8599,100.93,100.1,97.07
2020-12-01,2020,12,REGION_D,EXPORT,9664,102.25,98.43,94.69
2021-01-01,2021,1,REGION_D,EXPORT,10401,99.92,100.8,100.98
2021-02-01,2021,2,REGION_D,EXPORT,8975,102.91,103.78,96.32
2021-03-01,2021,3,REGION_D,EXPORT,10480,99.0,104.59,91.13
2021-04-01,2021,4,REGION_D,EXPORT,9540,101.65,104.21,93.34
2021-05-01,2021,5,REGION_D,EXPORT,10310,102.97,103.37,91.55
2021-06-01,2021,6,REGION_D,EXPORT,9997,102.52,100.3,96.0
2021-07-01,2021,7,REGION_D,EXPORT,9858,105.1,98.73,95.71
2021-08-01,2021,8,REGION_D,EXPORT,8758,99.81,96.15,94.9
2021-09-01,2021,9,REGION_D,EXPORT,7094,98.65,96.09,101.15
2021-10-01,2021,10,REGION_D,EXPORT,8170,99.49,96.7,97.56
2021-11-01,2021,11,REGION_D,EXPORT,9425,102.87,98.32,98.05
2021-12-01,2021,12,REGION_D,EXPORT,9878,102.62,101.16,93.97
2022-01-01,2022,1,REGION_D,EXPORT,10517,101.89,102.83,93.85
2022-02-01,2022,2,REGION_D,EXPORT,10667,99.51,103.53,96.5
2022-03-01,2022,3,REGION_D,EXPORT,10640,103.36,102.79,96.9
2022-04-01,2022,4,REGION_D,EXPORT,10144,99.45,103.57,91.88
2022-05-01,2022,5,REGION_D,EXPORT,9514,104.29,101.96,96.13
2022-06-01,2022,6,REGION_D,EXPORT,10011,107.76,100.29,96.67
2022-07-01,2022,7,REGION_D,EXPORT,9739,102.85,101.31,96.15
2022-08-01,2022,8,REGION_D,EXPORT,8243,103.35,95.75,94.71
2022-09-01,2022,9,REGION_D,EXPORT,8803,101.27,96.63,95.45
2022-10-01,2022,10,REGION_D,EXPORT,9215,98.7,98.14,96.42
2022-11-01,2022,11,REGION_D,EXPORT,9574,101.19,98.15,97.14
2022-12-01,2022,12,REGION_D,EXPORT,8717,100.28,103.51,98.48
2023-01-01,2023,1,REGION_D,EXPORT,9853,99.64,101.43,99.73
2023-02-01,2023,2,REGION_D,EXPORT,11603,106.05,103.95,96.35
2023-03-01,2023,3,REGION_D,EXPORT,10268,103.22,102.8,96.0
2023-04-01,2023,4,REGION_D,EXPORT,9662,103.51,102.94,98.29
2023-05-01,2023,5,REGION_D,EXPORT,11242,102.2,102.37,98.78
2023-06-01,2023,6,REGION_D,EXPORT,10333,102.54,101.27,96.22
2023-07-01,2023,7,REGION_D,EXPORT,10334,104.89,98.48,99.34
2023-08-01,2023,8,REGION_D,EXPORT,9245,102.96,98.42,99.87
2023-09-01,2023,9,REGION_D,EXPORT,9062,104.16,95.86,100.71
2023-10-01,2023,10,REGION_D,EXPORT,9300,102.78,96.04,101.98
2023-11-01,2023,11,REGION_D,EXPORT,10162,102.56,102.06,95.43
2023-12-01,2023,12,REGION_D,EXPORT,11513,100.5,100.59,97.68
2024-01-01,2024,1,REGION_D,EXPORT,11138,99.42,100.92,97.73
2024-02-01,2024,2,REGION_D,EXPORT,10005,102.93,102.42,97.52
2024-03-01,2024,3,REGION_D,EXPORT,10983,103.63,102.59,96.19
2024-04-01,2024,4,REGION_D,EXPORT,11342,101.02,104.87,94.16
2024-05-01,2024,5,REGION_D,EXPORT,11451,103.59,101.45,98.16
2024-06-01,2024,6,REGION_D,EXPORT,10341,103.84,100.19,96.07
2024-07-01,2024,7,REGION_D,EXPORT,10411,99.49,97.9,98.26
2024-08-01,2024,8,REGION_D,EXPORT,9693,102.04,97.63,96.11
2024-09-01,2024,9,REGION_D,EXPORT,10247,104.76,94.73,95.41
2024-10-01,2024,10,REGION_D,EXPORT,8952,104.79,94.92,98.8
2024-11-01,2024,11,REGION_D,EXPORT,9728,101.78,98.34,98.64
2024-12-01,2024,12,REGION_D,EXPORT,10588,104.47,100.9,99.77
2025-01-01,2025,1,REGION_D,EXPORT,10922,106.27,102.5,103.84
2025-02-01,2025,2,REGION_D,EXPORT,10656,105.85,102.25,99.13
2025-03-01,2025,3,REGION_D,EXPORT,9718,104.18,105.02,99.71
2025-04-01,2025,4,REGION_D,EXPORT,10814,103.5,102.35,95.86
2025-05-01,2025,5,REGION_D,EXPORT,11203,103.25,101.22,95.39
2025-06-01,2025,6,REGION_D,EXPORT,10622,105.51,98.58,102.62
2025-07-01,2025,7,REGION_D,EXPORT,11169,105.04,99.95,96.41
2025-08-01,2025,8,REGION_D,EXPORT,9557,105.98,97.49,96.16
2025-09-01,2025,9,REGION_D,EXPORT,9922,105.05,96.91,98.73
2025-10-01,2025,10,REGION_D,EXPORT,9780,106.5,98.41,98.66
2025-11-01,2025,11,REGION_D,EXPORT,10743,105.12,102.22,96.69
2025-12-01,2025,12,REGION_D,EXPORT,11059,106.57,97.44,98.24
